track_name,track_artist,valence,energy,danceability,tempo,acousticness,speechiness
High So High (feat. Marilyn Rylander),South Park Mexican,0.738,0.455,0.949,100.981,0.0306,0.0555
Firme Hina,Proper Dos,0.956,0.913,0.839,115.585,0.264,0.166
I Like It,Mr. Capone-E,0.345,0.764,0.765,96.542,0.0967,0.238
Eastside Drama,Brownside,0.723,0.697,0.64,177.61,0.078,0.352
Freakin',T-Dre,0.252,0.721,0.846,118.161,0.0693,0.178
Payback,Brownside,0.584,0.528,0.788,164.608,0.0469,0.234
Smoker's Paradise,Spanish Fly,0.765,0.693,0.93,98.049,0.00635,0.239
Ooh Baby Baby,Lil Rob,0.626,0.781,0.598,97.482,0.17,0.0465
Ella Se Fue,Kinto Sol,0.96,0.79,0.831,93.998,0.0386,0.0843
Dope's Gotta Hold On Me (feat. Ese Rich Roc),Spanish F.L.Y.,0.584,0.361,0.579,239.44,0.116,0.287
Sólo Contigo,Akwid,0.655,0.746,0.662,179.695,0.189,0.249
Armageddon,Conejo,0.686,0.864,0.589,91.272,0.461,0.347
Get Down on It,Central Coast Clique,0.812,0.722,0.975,111.045,0.215,0.165
Rest In Peace,Brownside,0.713,0.463,0.702,140.493,0.000918,0.0443
I'd Rather Be Your T.H.U.G.G - Remix,Malow Mac,0.683,0.667,0.677,84.024,0.328,0.3
Angel Baby 2013+1 Remix (Oldie),Mr. Capo Los Presents…,0.322,0.599,0.812,97.504,0.304,0.0512
The Sickside,Sick Jacken,0.482,0.613,0.659,94.127,0.062,0.314
Player Blacky (feat. Brown Boy),Lil Blacky,0.836,0.505,0.822,99.989,0.00487,0.255
Come Back To Me,Chino Grande,0.437,0.676,0.647,175.956,0.0891,0.166
Somebody Please (Remix),Mister D,0.6,0.553,0.733,85.029,0.00787,0.0478
Leva Die,Triple C,0.914,0.861,0.933,95.558,0.193,0.122
By Your Side,Silencer,0.404,0.565,0.671,173.323,0.325,0.15
Deadly Sins,Clika 1,0.824,0.729,0.673,178.373,0.00992,0.519
Gangsters & Players,Westside Cartel,0.617,0.551,0.968,107.016,0.0557,0.234
This Is What I Do,Conejo,0.709,0.905,0.666,81.787,0.114,0.211
El Hijo De Mama,Mr. Knightowl,0.42,0.609,0.845,79.963,0.164,0.0753
Ordinary Day,Cali Life Style,0.505,0.587,0.837,114.568,0.0376,0.259
Do You Wanna Get High ?,Central Coast Clique,0.871,0.495,0.922,100.576,0.583,0.241
Whatever You Want,Lighter Shade Of Brown,0.81,0.524,0.788,83.084,0.0658,0.11
True,Triple C,0.768,0.479,0.936,98.334,0.315,0.225
Ese Always Into Something,Sleepy Malo,0.704,0.89,0.585,89.533,0.000155,0.257
La Novela (Dos Monedas),Akwid,0.538,0.81,0.628,143.858,0.336,0.498
Callin My Names,Chino Grande,0.526,0.787,0.768,84.021,0.0618,0.147
You Keep Your Love Out Of My Reach,Mr. Shadow,0.529,0.592,0.783,119.004,0.489,0.16
Sureno Vida,Brownside,0.534,0.553,0.699,92.788,0.129,0.0942
Sin Fortuna (Diamante Negro),Akwid,0.609,0.681,0.643,108.782,0.153,0.377
805 Afternoon,Central Coast Clique,0.628,0.506,0.748,97.283,0.0476,0.212
My Cloud,Joe Bataan,0.565,0.431,0.399,80.022,0.547,0.0257
Perro Negro Granjero (Perro Negro Y Callejero Y La Grange),Molotov,0.606,0.76,0.452,80.55,0.000195,0.193
Paquito Soul,Lighter Shade Of Brown,0.714,0.754,0.931,106.841,0.0134,0.156
Triple C Groove,Central Coast Clique,0.343,0.432,0.953,105.139,0.0319,0.282
Hopeless Boy (feat. David Ortiz),King Lil G,0.392,0.609,0.575,93.774,0.0839,0.19
County Jail (feat. Capone E),Malow Mac,0.627,0.949,0.829,103.003,0.249,0.276
Running the Streets,Malow Mac,0.767,0.772,0.735,167.024,0.262,0.221
Flats Life,Midget Loco,0.629,0.798,0.814,105.001,0.0456,0.227
Something I Love (About This Life),Sleepy Malo,0.5,0.577,0.818,93.537,0.00628,0.224
What's Up Girl,Cali Life Style,0.922,0.685,0.834,82.055,0.0944,0.161
Slutty Girls,Mr. Knightowl,0.603,0.555,0.959,114.992,0.122,0.0882
Old English,Ese Lil Joker,0.771,0.44,0.906,93.663,0.014,0.252
Kickin Back Being Blue,Mr. Criminal,0.447,0.629,0.841,94.026,0.0706,0.3
Oh Honey,RoyalT,0.665,0.616,0.785,95.577,0.0357,0.176
You Know You're Special,Lil Cuete,0.897,0.565,0.937,130.012,0.0944,0.0955
Ya Estuvo,Dyablo,0.76,0.542,0.821,87.099,0.0884,0.274
On A Sunday Afternoon,Lighter Shade Of Brown,0.845,0.765,0.784,94.812,0.095,0.212
Criminal Mentality,Mr. Criminal,0.69,0.904,0.547,98.389,0.254,0.385
Controlamos Las Calles,Califa Thugs,0.466,0.537,0.475,83.185,0.0726,0.278
Sick Flow,Lil Cuete,0.805,0.847,0.841,101.991,0.0674,0.117
En El Varrio,Spanky Loco,0.625,0.556,0.892,94.009,0.00214,0.331
To Dago From LA,Proper Dos,0.551,0.641,0.531,90.058,0.714,0.438
I Don't Know,Slush The Villain,0.879,0.615,0.924,91.97,0.146,0.256
Memories,Cypress Hill,0.712,0.815,0.896,95.954,0.00557,0.169
Band of Gypsies - Edit,Cypress Hill,0.354,0.914,0.285,84.682,0.00188,0.0695
Mi Consentida,Akwid,0.188,0.679,0.73,92.854,0.593,0.306
Smoke Break,Jasper Loco,0.567,0.647,0.56,77.954,0.239,0.148
Know What I'm Sayin'?,Latin Alliance,0.852,0.672,0.848,102.276,0.126,0.194
Forever Live My Name,Lil Rob,0.316,0.724,0.796,96.009,0.0906,0.154
Beautiful day (In San Diego),Young Sicc,0.908,0.432,0.611,95.04,0.389,0.425
Los Angeles en Guerra,Conejo,0.347,0.963,0.735,100.062,0.238,0.191
Hey Lady,Central Coast Clique,0.692,0.452,0.901,92.032,0.413,0.218
We Come from the Valley,Fiesty 2 Gunns,0.336,0.659,0.695,89.993,0.0453,0.206
"Sniper, Sniper, Sniper",Southland Gangsters,0.504,0.757,0.728,90.837,0.129,0.244
Pretty Girl - Remix,Dyablo,0.654,0.608,0.848,88.011,0.128,0.21
Soy Un Jugador,Akwid,0.963,0.806,0.746,167.986,0.274,0.302
California,Akwid,0.519,0.752,0.901,98.001,0.227,0.324
Take A Miracle,In The Parque,0.372,0.551,0.83,95.464,0.0109,0.0417
Premonitions,The Psycho Realm,0.343,0.546,0.793,99.936,0.105,0.389
You Have One Devil but Five Angels,Jedi Mind Tricks,0.467,0.931,0.591,169.894,0.0347,0.331
ROXANNE,Arizona Zervas,0.457,0.601,0.621,116.735,0.0522,0.148
Own It (feat. Ed Sheeran & Burna Boy),Stormzy,0.359,0.781,0.817,104.0,0.00838,0.112
Demons,Alec Benjamin,0.771,0.489,0.708,142.925,0.665,0.0366
Orphans,Coldplay,0.283,0.808,0.503,107.975,0.0254,0.045
On Somebody,Ava Max,0.767,0.742,0.698,137.844,0.0164,0.0541
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,0.514,0.812,0.654,132.023,0.00616,0.267
Kiss Somebody,Julie Bergan,0.688,0.75,0.685,105.054,0.0436,0.0837
16,Highly Suspect,0.186,0.621,0.534,91.845,0.00124,0.0449
Ransom,Lil Tecca,0.226,0.642,0.745,179.974,0.0204,0.287
"You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"")",Bebe Rexha,0.247,0.718,0.394,151.912,0.706,0.0607
Traffic Jam,Banx & Ranx,0.599,0.856,0.808,107.019,0.00776,0.0493
One More Try (from & Juliet),Jessie J,0.363,0.434,0.665,114.842,0.221,0.0337
Don't Answer (feat. Wiley),KAMILLE,0.62,0.789,0.701,143.032,0.00417,0.0748
The Wrong Ones,JC Stewart,0.695,0.668,0.556,172.913,0.0536,0.0874
Write It Down,Hamzaa,0.353,0.578,0.499,164.004,0.352,0.0874
This Is On You,Maisie Peters,0.296,0.514,0.711,96.026,0.493,0.0721
Mad Love,Mabel,0.62,0.796,0.622,197.705,0.667,0.172
Killing Butterflies,Lewis Blissett,0.498,0.783,0.592,143.952,0.34,0.251
Lazy Day (feat. Danny Ocean),Fuse ODG,0.623,0.862,0.868,126.976,0.0228,0.0812
Crown,Stormzy,0.0857,0.581,0.542,108.909,0.701,0.159
Donde vas (Latin Village 2017 Anthem),D-Rashid,0.728,0.828,0.816,99.967,0.145,0.145
Ritmo Do Meu Flow (LatinVillage 2019 Anthem),D-Rashid,0.786,0.835,0.56,126.115,0.00533,0.122
Can't Lie (feat. James Francis & Kalibwoy) - Praia Del Sol & Renco Dub Remix,D-Rashid,0.435,0.76,0.81,103.982,0.00368,0.116
So Much Love (feat. Charly Black & Stevie Appleton),Afro Bros,0.348,0.69,0.744,179.91,0.205,0.229
Wine Als Een Motjo (feat. J. Koy),Merdan D,0.531,0.703,0.708,103.972,0.024,0.151
Monkey Move,Nixon Joseph,0.686,0.663,0.846,105.0,0.165,0.0831
Omw,Tom Thomson,0.533,0.519,0.876,103.012,0.0394,0.0713
Ta Papia,Steve Andreas,0.378,0.848,0.908,103.008,0.349,0.0652
Bobslee,Merdan D,0.469,0.422,0.887,100.108,0.241,0.235
MAMBO (feat. Childsplay & Chuckie),Jaycob Duque,0.753,0.777,0.839,99.97,0.0431,0.211
Bend Ova,Freddy Moreira,0.76,0.823,0.717,107.033,0.00649,0.278
Rude Vybez,Merdan D,0.696,0.865,0.761,110.08,0.0156,0.0749
Pantat (feat. Jpb),Kimberlee Ramirez,0.17,0.497,0.906,100.026,0.000886,0.332
Hopi Chan Chan (feat. Ori),Sam Blans,0.239,0.595,0.758,127.687,0.0794,0.422
Ta Malo,Scorpion,0.47,0.828,0.933,105.01,0.0186,0.127
I Tell Them (feat. Jack & Lewis),Sam Blans,0.279,0.823,0.598,107.772,0.0438,0.243
Mascara,Steve Andreas,0.654,0.677,0.794,104.996,0.025,0.0587
Baile Sanka,Freddy Moreira,0.799,0.982,0.847,104.946,0.00128,0.111
Tringeling,Johnny 500,0.529,0.845,0.709,99.026,0.105,0.199
Catalina,Merdan D,0.592,0.934,0.834,105.021,0.0651,0.173
Boasty (feat. Idris Elba),Wiley,0.456,0.765,0.887,102.958,0.00915,0.0669
Possitive Vibes,Jack & Lewis,0.108,0.478,0.633,133.203,0.14,0.397
Amsterdamn,Donny Duardo,0.507,0.5,0.867,105.008,0.0278,0.161
Pacul,Afro Bros,0.489,0.421,0.532,200.095,0.386,0.346
Savages - Magnificence Remix,Sunnery James & Ryan Marciano,0.398,0.903,0.79,125.988,0.0528,0.0468
Badman,Sunnery James & Ryan Marciano,0.424,0.765,0.755,130.038,0.0012,0.0552
Latino,Chuckie,0.792,0.915,0.718,127.786,0.0157,0.139
Mi Gente,J Balvin,0.309,0.701,0.548,104.237,0.0178,0.0914
X - Remix,Nicky Jam,0.738,0.696,0.663,180.113,0.0561,0.103
Mi Like It,D'Koncep,0.458,0.705,0.614,107.951,0.12,0.247
She Knows (feat. Magic & Beyond),Sam Blans,0.319,0.841,0.747,124.991,0.579,0.0434
Le Flute,Larris V,0.288,0.856,0.795,125.999,0.000461,0.0432
Para voce (feat. Curio Capoeira),Gregor Salto,0.671,0.634,0.944,127.048,0.0131,0.132
Magalenha (feat. Sergio Mendes),Simon Fava,0.247,0.896,0.751,125.986,0.0222,0.0456
Drum Power,Dominic Candela,0.647,0.845,0.788,128.016,0.00584,0.0649
King Of Drums - Original Mix,Genairo Nvilla,0.201,0.8,0.792,128.036,0.000278,0.0788
Offbeat Swag - Maroy's Deep Drums Remix,Bryan Dalton,0.352,0.881,0.797,126.005,0.00506,0.181
Marimba - Original Mix,Soul Cartel,0.156,0.748,0.798,125.995,0.00613,0.0445
Matan,Genairo Nvilla,0.498,0.867,0.841,107.995,0.0146,0.127
Bang - Radio Edit,Genairo Nvilla,0.576,0.864,0.815,108.028,0.0605,0.078
Wild,Diaz & Bruno,0.519,0.828,0.813,99.946,0.0506,0.166
Karusell - Original Mix,Leroy Styles,0.315,0.71,0.638,128.006,0.0379,0.097
Ni Gucci Ni Prada - Remix,Kenny Man,0.919,0.756,0.81,105.005,0.245,0.0969
Brut Riddim - 120 bpm,Sidney Samson,0.503,0.583,0.849,149.756,0.000242,0.276
BEBE,Randy Leroy ft. Bollebof,0.557,0.78,0.662,104.825,0.163,0.0449
Keep Calm (feat. Craigy-T & Gregor Salto),OYE!!!,0.717,0.875,0.814,107.978,0.44,0.23
Kod Bateria Riddim,Genairo Nvilla,0.282,0.913,0.844,127.033,0.00293,0.0736
Rutte No Jave,Freddy Moreira,0.778,0.943,0.898,107.986,0.0264,0.0611
King Shaka,Sam Blans,0.281,0.408,0.949,125.007,0.00912,0.171
Drums Of Tobago - Extended Mix,Sunnery James & Ryan Marciano,0.534,0.947,0.713,126.008,0.00554,0.0563
Rude Gyal,Freddy Moreira,0.69,0.882,0.888,100.008,0.0178,0.106
Arcade - Original Mix,RoulnDoors,0.637,0.985,0.716,128.003,0.000444,0.052
Bangalore,Divolly & Markward,0.46,0.847,0.779,126.022,0.00481,0.0964
Damelo (You got what I want) - Original Mix,Gregor Salto,0.297,0.647,0.819,128.021,0.0313,0.109
Mind Drum,Genairo Nvilla,0.11,0.968,0.867,127.017,0.0172,0.0598
Maria Lionza - Massivedrum Remix,Praia Del Sol,0.497,0.896,0.817,127.987,0.0325,0.067
Peanut Butter Jelly - Genairo Nvilla Remix,Galantis,0.324,0.986,0.766,128.008,0.0142,0.121
W. T. F.,Genairo Nvilla,0.12,0.988,0.891,126.007,0.00214,0.136
Mood For Lovin',Freddy Moreira,0.625,0.846,0.879,99.95,0.0347,0.188
Kesh,D-Rashid,0.406,0.931,0.687,127.003,0.00196,0.0648
City Aya,Renato S,0.491,0.923,0.706,125.001,0.000318,0.0392
Crush - Silvio Luz Remix,Andrew Mathers,0.805,0.993,0.801,128.009,0.00331,0.0648
Faya,Genairo Nvilla,0.53,0.919,0.522,126.026,0.0019,0.0868
Oyá,Igor Neves,0.617,0.946,0.831,127.994,0.059,0.158
Jam,Genairo Nvilla,0.41,0.927,0.796,126.021,0.00559,0.108
Pure Fyah - Album Mix,Carlitos Moreno,0.702,0.944,0.583,128.199,0.00557,0.276
Ja Te Falei 2015 Rework,Igor Neves,0.467,0.974,0.854,128.0,0.0363,0.0734
Arawak,Miguel O'Syrah,0.187,0.952,0.682,127.995,0.00113,0.0497
Players,Brian Chundro,0.446,0.96,0.796,126.009,0.00383,0.0486
Camino Del Sol,Nari & Milani,0.648,0.996,0.645,127.97,0.00405,0.126
Trouble (Feat. MC Spyder) - Original Mix,Wiwek,0.077,0.983,0.717,128.002,0.0535,0.0942
Follow The Sound - Edit,RoulnDoors,0.76,0.974,0.672,127.028,0.0901,0.043
Kintaro,Stefan Vilijn,0.568,0.948,0.891,124.992,0.000152,0.142
Drum Code,David Fesser,0.153,0.863,0.769,128.003,0.0045,0.0708
Xylofun,Reid Stefan,0.852,0.971,0.723,126.048,0.000194,0.06
Down On This - Original Mix,RoulnDoors,0.607,0.937,0.75,127.014,0.000535,0.0637
Usangi - Original Mix,Elio & Sylvester,0.383,0.885,0.751,127.011,0.000324,0.0452
Pipa - Pep & Rash Remix,Santos Suarez,0.316,0.92,0.549,128.009,0.00513,0.0999
Ipanema - Original Mix,Elio & Sylvester,0.611,0.978,0.797,126.994,0.000685,0.0717
Back Together,Igor Neves,0.459,0.979,0.79,127.989,0.0133,0.0496
Sonidos,Faya,0.0667,0.989,0.8,125.988,7.86e-05,0.0575
Tenerife - Original Mix,Aldair Silva,0.96,0.911,0.797,126.003,0.00101,0.0656
Drumology - Big Room Mix,Gregor Salto,0.341,0.834,0.818,127.999,3.56e-05,0.052
Pindelo - Original Mix,MarllDexx,0.57,0.859,0.797,126.001,0.000359,0.0596
Azumba,Gregor Salto,0.608,0.993,0.806,128.036,0.00668,0.054
On Your Mark,Gregor Salto,0.201,0.831,0.744,128.025,0.00474,0.0507
Riddim Go,Gregor Salto,0.489,0.882,0.753,127.984,0.182,0.0651
Outlaw - Original Mix,La Fuente,0.856,0.979,0.557,127.998,0.0013,0.0489
Surra de Bunda - Gregor Salto and Sidney Samson Remix,As Tequileiras do Funk,0.396,0.758,0.888,126.0,0.00151,0.257
No Cha Cha - D-Rashid Remix,Smashing Sebastian,0.5,0.948,0.793,127.996,0.000397,0.0656
Bunda (Hivernage) - Massivedrum Remix,D-Rashid,0.844,0.896,0.796,128.005,0.00325,0.0743
Into You - Original Mix,D.Polo,0.531,0.881,0.73,126.956,0.00683,0.059
The Drums,Santos Suarez,0.393,0.929,0.846,127.999,0.00031,0.0647
Keep On Shining,Silvio Luz,0.594,0.972,0.793,126.0,0.0102,0.0684
Elements - Original Mix,Franky Rizardo,0.237,0.869,0.8,123.987,0.00144,0.0596
Otro Dia - Mastiksoul Album Mix,Gregor Salto,0.872,0.945,0.865,128.0,0.172,0.0616
Heartbeat,Genairo Nvilla,0.182,0.997,0.585,128.011,0.00192,0.104
As Mulher - Gregor Salto Remix,Chernobyl,0.378,0.822,0.565,191.624,0.0375,0.365
Yo Tengo un Maldito Flow,"Drako ""El Principe""",0.797,0.879,0.79,100.014,0.089,0.215
Tranki,Diamond la Mafia,0.44,0.621,0.871,93.954,0.196,0.0754
Culpables,"Drako ""El Principe""",0.482,0.44,0.729,88.997,0.19,0.169
La Bebe,"Secreto ""El Famoso Biberon""",0.265,0.682,0.933,99.002,0.0556,0.143
Patos Machos,Capo Life Family,0.95,0.72,0.65,120.086,0.179,0.154
"Duro, Lento & Suave","Drako ""El Principe""",0.817,0.628,0.832,92.015,0.00125,0.0975
Gucci X Supreme,Midoracks,0.855,0.544,0.717,172.032,0.335,0.0871
A Veces,David Khalis,0.8,0.638,0.728,160.012,0.0882,0.105
Ella Tiene Novio - Remix,"Drako ""El Principe""",0.543,0.47,0.709,170.014,0.128,0.272
Infiel,"Drako ""El Principe""",0.479,0.63,0.733,99.993,0.106,0.0717
105 F Remix,KEVVO,0.741,0.754,0.9,100.045,0.368,0.156
No Más,Emilio Rojas,0.657,0.541,0.816,100.004,0.0886,0.144
Solo Pa Mi,Bodine,0.52,0.793,0.855,92.021,0.351,0.123
Guay!,Paula Romina,0.697,0.673,0.536,185.922,0.0887,0.184
Me Dijo,Estro,0.796,0.802,0.796,91.015,0.102,0.0471
SIN TI,Young Cister,0.555,0.815,0.605,169.906,0.296,0.0669
Quien Empezó,j mena,0.423,0.549,0.777,175.993,0.025,0.16
Tanta Falta Remix,Bryant Myers,0.826,0.736,0.851,89.983,0.198,0.0625
Te Quiero Ver,Ceaese,0.547,0.839,0.769,90.019,0.411,0.0606
Fingías,Paloma Mami,0.345,0.805,0.729,191.994,0.19,0.184
Me Quedaré Contigo,Pitbull,0.712,0.918,0.671,92.132,0.0593,0.0774
Universe,Astrojaxx,0.435,0.804,0.595,104.894,0.443,0.0537
Falling,DÉRLY,0.653,0.655,0.82,93.985,0.19,0.0792
Tu Me Prefieres,Danelly Elly,0.619,0.781,0.826,96.05,0.0637,0.0546
Delícia Tchu Tcha Tcha,Mike Moonnight,0.932,0.927,0.826,130.024,0.0572,0.0308
Sin Filtro,Nicky Jam,0.496,0.648,0.818,89.043,0.0545,0.12
Atrévete,Nicky Jam,0.586,0.675,0.552,183.785,0.311,0.297
Duro,Hayz,0.76,0.714,0.671,88.479,0.464,0.0404
Comerte A Besos,Justin Quiles,0.509,0.721,0.798,88.04,0.152,0.158
Poco A Poco,Luis Fonsi,0.654,0.528,0.797,95.007,0.12,0.0907
Somos Iguales,Jhay Cortez,0.634,0.72,0.781,90.997,0.156,0.0535
BEBE,6ix9ine,0.286,0.902,0.635,102.063,0.172,0.109
Mi Medicina,CNCO,0.572,0.832,0.69,91.972,0.0168,0.0956
Despacito (Featuring Daddy Yankee),Luis Fonsi,0.846,0.786,0.66,177.833,0.209,0.17
Bailando - Spanish Version,Enrique Iglesias,0.96,0.792,0.718,90.949,0.0467,0.105
Lust - Reggaeton Mix,Wayne Dreadski,0.931,0.801,0.81,100.02,0.222,0.0581
Hasta el Amanecer,Nicky Jam,0.582,0.608,0.837,94.0,0.283,0.0381
Traicionera,Sebastian Yatra,0.658,0.684,0.776,91.003,0.134,0.0511
Bailando - English Version,Enrique Iglesias,0.955,0.851,0.717,90.971,0.0791,0.0957
Nummer 1,Zuna,0.515,0.514,0.823,111.24,0.231,0.421
Échame La Culpa,Luis Fonsi,0.64,0.895,0.724,96.022,0.0322,0.0411
Boom Boom,RedOne,0.584,0.759,0.749,110.004,0.00453,0.0451
Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,0.839,0.788,0.681,170.019,0.0482,0.0785
Devuelveme,Ozuna,0.784,0.769,0.744,175.999,0.554,0.156
Toda Mi Gente,Lolita,0.458,0.594,0.743,110.003,0.00816,0.269
Baby Girl (feat. Lalo Ebratt),Mario Bautista,0.45,0.705,0.804,103.009,0.0275,0.199
Domingo (feat. Cosculluela),Reykon,0.571,0.733,0.816,93.022,0.124,0.0448
Milionària,ROSALÍA,0.906,0.574,0.857,116.008,0.602,0.416
Me Quedaré Contigo,Pitbull,0.712,0.918,0.671,92.132,0.0593,0.0774
Que Calor (feat. J Balvin & El Alfa),Major Lazer,0.46,0.885,0.795,126.037,0.0375,0.0713
Me da Lo Mismo,J Alvarez,0.769,0.85,0.824,96.005,0.0442,0.0521
Ráptame,Reik,0.388,0.743,0.662,183.965,0.0138,0.159
Ella Fuma,Plan B,0.836,0.729,0.8,171.976,0.101,0.144
MOJAITA,J Balvin,0.885,0.842,0.45,172.069,0.0171,0.102
Soy Peor - Remix,Bad Bunny,0.268,0.457,0.823,115.991,0.214,0.119
Date Tu Guille,Milly,0.444,0.847,0.754,100.047,0.15,0.0784
No Es Nada,Suave,0.361,0.698,0.723,155.043,0.0244,0.153
Vuelva A Ver - Remix,Dalex,0.386,0.592,0.704,159.872,0.644,0.194
Que Mas Pues - Remix,Justin Quiles,0.813,0.661,0.648,113.363,0.121,0.195
Hay Que Celebrar,Brray,0.482,0.733,0.831,93.035,0.115,0.103
Rasta Barbie (Remix),Gigolo Y La Exce,0.646,0.676,0.829,90.879,0.0417,0.314
Airplanes (feat. Hayley Williams),B.o.B,0.377,0.867,0.66,93.033,0.11,0.116
Love The Way You Lie,Eminem,0.641,0.925,0.749,86.989,0.241,0.227
On The Floor,Jennifer Lopez,0.591,0.777,0.73,130.0,0.108,0.0479
Party In The U.S.A.,Miley Cyrus,0.47,0.698,0.652,96.021,0.00112,0.042
International Love,Pitbull,0.648,0.855,0.669,120.045,0.0124,0.0499
Rain Over Me,Pitbull,0.294,0.906,0.61,127.917,0.00416,0.0647
We Found Love,Rihanna,0.6,0.766,0.734,127.986,0.025,0.0383
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],Shakira,0.743,0.873,0.766,126.988,0.00627,0.143
Glad You Came,The Wanted,0.431,0.841,0.61,126.889,0.056,0.0692
Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,0.657,0.758,0.723,128.033,0.0175,0.0506
Somebody To Love Remix,Justin Bieber,0.553,0.836,0.704,129.989,0.00388,0.0283
Eenie Meenie,Justin Bieber,0.818,0.605,0.718,121.236,0.0443,0.0307
Hold My Hand,Michael Jackson,0.381,0.72,0.606,90.017,0.191,0.0374
Angel,Akon,0.325,0.867,0.565,125.867,0.0571,0.0318
Keep Up,Akon,0.474,0.632,0.573,173.968,0.493,0.073
Give It to Em,Akon,0.255,0.75,0.61,157.796,0.0141,0.134
Searchin for Love,Akon,0.754,0.523,0.872,119.964,0.307,0.0428
Still a Survivor,Akon,0.328,0.651,0.394,73.408,0.263,0.0462
Long Gone,Akon,0.507,0.397,0.544,130.083,0.656,0.0271
Ride It,Jay Sean,0.771,0.573,0.712,92.974,0.291,0.15
Love Like This (Eternity),Jay Sean,0.29,0.784,0.621,77.563,0.0393,0.0416
War,Jay Sean,0.571,0.654,0.376,77.777,0.435,0.171
Cry,Jay Sean,0.406,0.699,0.669,128.025,0.201,0.0302
One Time,Justin Bieber,0.762,0.853,0.691,145.999,0.0631,0.0372
One Less Lonely Girl,Justin Bieber,0.728,0.75,0.58,86.938,0.159,0.194
Love Me,Justin Bieber,0.632,0.868,0.729,124.957,0.00939,0.0609
Stupid In Love,Rihanna,0.476,0.562,0.738,127.452,0.633,0.0347
Do You Remember,Jay Sean,0.803,0.668,0.855,125.846,0.0242,0.0644
In My Head,Jason Derulo,0.851,0.748,0.762,110.009,0.0266,0.033
Grenade,Bruno Mars,0.227,0.558,0.706,110.443,0.146,0.0593
Hard,Rihanna,0.163,0.746,0.31,182.032,0.0121,0.111
Russian Roulette,Rihanna,0.265,0.486,0.48,80.051,0.046,0.0447
Rude Boy,Rihanna,0.812,0.75,0.563,173.906,0.113,0.127
S&M,Rihanna,0.833,0.682,0.766,127.966,0.0113,0.0419
Only Girl (In The World),Rihanna,0.609,0.716,0.789,125.91,0.13,0.0434
Complicated,Rihanna,0.33,0.897,0.71,137.972,0.175,0.0372
We Found Love,Rihanna,0.6,0.766,0.734,127.986,0.025,0.0383
Who's That Chick? (feat. Rihanna),David Guetta,0.931,0.601,0.675,127.938,0.00372,0.116
Teenage Dream,Katy Perry,0.591,0.798,0.719,120.011,0.0162,0.0361
E.T.,Katy Perry,0.732,0.863,0.602,150.183,0.0178,0.0773
Too Good,Drake,0.393,0.653,0.793,117.993,0.0484,0.103
Controlla,Drake,0.349,0.468,0.611,92.092,0.0781,0.179
Pop Style,Drake,0.0595,0.462,0.713,133.054,0.192,0.123
Needed Me,Rihanna,0.296,0.314,0.671,110.898,0.11,0.244
Así Es Que Es,Don Omar,0.863,0.861,0.539,84.18,0.0278,0.204
RX,Don Omar,0.892,0.867,0.646,88.241,0.103,0.27
Conteo - Fast And The Furious: Tokyo Drift Version,Don Omar,0.322,0.645,0.824,93.0,0.221,0.214
Dale Don Dale,Don Omar,0.803,0.809,0.822,95.025,0.0249,0.0845
El Perdón,Nicky Jam,0.645,0.701,0.622,179.998,0.423,0.0559
Travesuras - Remix,Nicky Jam,0.869,0.764,0.796,94.018,0.151,0.0986
Fanática Sensual,Plan B,0.906,0.853,0.793,164.022,0.0937,0.0477
Kukere,Iyanya,0.965,0.853,0.757,130.058,0.0179,0.0601
A Donde Voy (feat. Daddy Yankee),Cosculluela,0.956,0.799,0.741,87.061,0.296,0.263
Te Busco,Cosculluela,0.758,0.751,0.677,178.067,0.198,0.145
Prrrum - Remix,Cosculluela,0.728,0.773,0.858,89.996,0.183,0.287
Los Mate,Tego Calderon,0.656,0.553,0.886,95.033,0.407,0.303
"Guasa, Guasa",Tego Calderon,0.862,0.898,0.841,96.059,0.446,0.236
Punto Y Aparte,Tego Calderon,0.722,0.765,0.8,95.007,0.291,0.0478
Yo No Soy Tu Marido,Nicky Jam,0.808,0.645,0.808,94.974,0.0665,0.0524
Pedro Navaja,Rubén Blades,0.826,0.61,0.582,93.658,0.779,0.103
Valió la Pena - Salsa Version,Marc Anthony,0.855,0.704,0.525,98.455,0.353,0.0501
Ahora Quien - Salsa Version,Marc Anthony,0.687,0.632,0.553,85.1,0.375,0.0782
El Dia De Suerte,Héctor Lavoe,0.953,0.847,0.65,99.454,0.669,0.0478
Cheap Thrills,Sia,0.728,0.8,0.592,89.972,0.0561,0.215
Calle Luna Calle Sol,Willie Colón,0.839,0.892,0.483,179.315,0.416,0.0793
This Girl - Kungs Vs. Cookin' On 3 Burners,Kungs,0.501,0.705,0.79,121.969,0.0807,0.0383
Girls Like (feat. Zara Larsson),Tinie Tempah,0.538,0.804,0.916,120.028,0.37,0.049
El Taxi,Pitbull,0.875,0.691,0.869,95.019,0.12,0.192
